strPHAtr_Phatr3_EG02241.p1    GO:0009263
strPHAtr_Phatr3_EG02242.p1    GO:0005085,GO:0016021,GO:0032012
strPHAtr_Phatr3_EG02243.p1    GO:0005515
strPHAtr_Phatr3_EG02244.p1    GO:0004185,GO:0006508,GO:0016020,GO:0055085
strPHAtr_Phatr3_EG02245.p1    GO:0004842
strPHAtr_Phatr3_EG02246.p1    GO:0005524
strPHAtr_Phatr3_EG02247.p1    GO:0004488
strPHAtr_Phatr3_EG02248.p1    GO:0005524,GO:0016021,GO:0016887,GO:0036402
strPHAtr_Phatr3_EG02250.p1    GO:0016491
strPHAtr_Phatr3_EG02251.p1    GO:0004345,GO:0006006,GO:0016614,GO:0050661
strPHAtr_Phatr3_EG02252.p1    GO:0005524,GO:0016772
strPHAtr_Phatr3_EG02254.p1    GO:0015074
strPHAtr_Phatr3_EG02255.p1    GO:0015074
strPHAtr_Phatr3_EG02257.p1    GO:0003676,GO:0004298,GO:0004527,GO:0005839,GO:0051603
strPHAtr_Phatr3_EG02259.p1    GO:0005524
strPHAtr_Phatr3_EG02261.p1    GO:0006099,GO:0008964,GO:0015977
strPHAtr_Phatr3_EG02263.p1    GO:0004114,GO:0007165,GO:0009190,GO:0035556
strPHAtr_Phatr3_EG02264.p1    GO:0004672,GO:0004722,GO:0005524,GO:0006468,GO:0006470,GO:0016791
strPHAtr_Phatr3_EG02265.p1    GO:0004114,GO:0007165,GO:0009190,GO:0035556
strPHAtr_Phatr3_EG02267.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02268.p1    GO:0003743
strPHAtr_Phatr3_EG02269.p1    GO:0005743,GO:0006850
strPHAtr_Phatr3_EG02270.p1    GO:0005779,GO:0016209,GO:0016491,GO:0016559
strPHAtr_Phatr3_EG02271.p1    GO:0004672,GO:0004674,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02273.p1    GO:0005515
strPHAtr_Phatr3_EG02275.p1    GO:0003747,GO:0005737,GO:0006415,GO:0016149
strPHAtr_Phatr3_EG02276.p1    GO:0016491
strPHAtr_Phatr3_EG02277.p1    GO:0005515
strPHAtr_Phatr3_EG02280.p1    GO:0005524,GO:0007018,GO:0008017,GO:1990939
strPHAtr_Phatr3_EG02281.p1    GO:0005315,GO:1990547
strPHAtr_Phatr3_EG02284.p1    GO:0016491
strPHAtr_Phatr3_EG02285.p1    GO:0005254
strPHAtr_Phatr3_EG02286.p1    GO:0008942,GO:0016491,GO:0020037,GO:0051536,GO:0051537
strPHAtr_Phatr3_EG02287.p1    GO:0000287,GO:0004749,GO:0009165
strPHAtr_Phatr3_EG02288.p1    GO:0004601,GO:0005515,GO:0006979,GO:0020037,GO:0034599
strPHAtr_Phatr3_EG02289.p1    GO:0005227,GO:0016020
strPHAtr_Phatr3_EG02290.p1    GO:0004311,GO:0009058,GO:0016740
strPHAtr_Phatr3_EG02292.p1    GO:0005254,GO:0016491
strPHAtr_Phatr3_EG02293.p1    GO:0000250,GO:0005811,GO:0016104,GO:0016866,GO:0042300
strPHAtr_Phatr3_EG02294.p1    GO:0004672,GO:0005509,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02295.p1    GO:0005515
strPHAtr_Phatr3_EG02296.p1    GO:0003677,GO:0003917,GO:0006265
strPHAtr_Phatr3_EG02297.p1    GO:0008168
strPHAtr_Phatr3_EG02298.p1    GO:0004345,GO:0004616,GO:0006006,GO:0006098,GO:0016614,GO:0050661
strPHAtr_Phatr3_EG02299.p1    GO:0016757
strPHAtr_Phatr3_EG02300.p1    GO:0008270,GO:0061630,GO:0071596
strPHAtr_Phatr3_EG02303.p1    GO:0000209,GO:0004842,GO:0061630
strPHAtr_Phatr3_EG02304.p1    GO:0008033,GO:0008168,GO:0030488,GO:0106050
strPHAtr_Phatr3_EG02305.p1    GO:0005524,GO:0070615
strPHAtr_Phatr3_EG02306.p1    GO:0004298,GO:0005839,GO:0051603
strPHAtr_Phatr3_EG02308.p1    GO:0005524,GO:0070615
strPHAtr_Phatr3_EG02309.p1    GO:0004739,GO:0006086,GO:0016624
strPHAtr_Phatr3_EG02310.p1    GO:0000166,GO:0004812,GO:0004831,GO:0005524,GO:0006418
strPHAtr_Phatr3_EG02312.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02313.p1    GO:0004553,GO:0005975,GO:0016021,GO:0022857,GO:0055085
strPHAtr_Phatr3_EG02314.p1    GO:0005515,GO:0005643,GO:0006913,GO:0017056
strPHAtr_Phatr3_EG02315.p1    GO:0008168
strPHAtr_Phatr3_EG02316.p1    GO:0005783,GO:0015035,GO:0016972,GO:0034975,GO:0071949
strPHAtr_Phatr3_EG02318.p1    GO:0000398,GO:0006396
strPHAtr_Phatr3_EG02320.p1    GO:0004177,GO:0006508,GO:0008270
strPHAtr_Phatr3_EG02321.p1    GO:0016491
strPHAtr_Phatr3_EG02322.p1    GO:0004843,GO:0016579
strPHAtr_Phatr3_EG02323.p1    GO:0005524,GO:0005852
strPHAtr_Phatr3_EG02325.p1    GO:0005975,GO:0016773,GO:0016857
strPHAtr_Phatr3_EG02326.p1    GO:0016791
strPHAtr_Phatr3_EG02327.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_EG02328.p1    GO:0006814,GO:0015297,GO:0016021,GO:0055085
strPHAtr_Phatr3_EG02331.p1    GO:0005216,GO:0006811,GO:0016020,GO:0016021,GO:0055085
strPHAtr_Phatr3_EG02333.p1    GO:0003824
strPHAtr_Phatr3_EG02335.p1    GO:0003774,GO:0005515,GO:0005524,GO:0016459
strPHAtr_Phatr3_EG02336.p1    GO:0009312,GO:0016758
strPHAtr_Phatr3_EG02339.p1    GO:0004114,GO:0007165,GO:0009190,GO:0035556
strPHAtr_Phatr3_EG02340.p1    GO:0004672,GO:0005509,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02341.p1    GO:0004672,GO:0005509,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02342.p1    GO:0046872
strPHAtr_Phatr3_EG02343.p1    GO:0009058
strPHAtr_Phatr3_EG02344.p1    GO:0005515,GO:0016409
strPHAtr_Phatr3_EG02345.p1    GO:0004674,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02347.p1    GO:0005515,GO:0005524,GO:0070615
strPHAtr_Phatr3_EG02348.p1    GO:0016765
strPHAtr_Phatr3_EG02349.p1    GO:0004311,GO:0009058,GO:0016740
strPHAtr_Phatr3_EG02351.p1    GO:0004553,GO:0005975
strPHAtr_Phatr3_EG02352.p1    GO:0005515,GO:0008017
strPHAtr_Phatr3_EG02353.p1    GO:0005524,GO:0006281,GO:0031297,GO:0036310,GO:0070615
strPHAtr_Phatr3_EG02355.p1    GO:0008483,GO:0030170
strPHAtr_Phatr3_EG02358.p1    GO:0005524
strPHAtr_Phatr3_EG02359.p1    GO:0005509,GO:0005524,GO:0009916
strPHAtr_Phatr3_EG02360.p1    GO:0005452,GO:0006820,GO:0016020,GO:0016021
strPHAtr_Phatr3_EG02361.p1    GO:0008483,GO:0009058,GO:0030170
strPHAtr_Phatr3_EG02362.p1    GO:0000166,GO:0003677,GO:0003887,GO:0006260
strPHAtr_Phatr3_EG02363.p1    GO:0004367,GO:0005975,GO:0006072,GO:0009331,GO:0016616,GO:0046168,GO:0051287
strPHAtr_Phatr3_EG02364.p1    GO:0004672,GO:0004674,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02365.p1    GO:0003824,GO:0004014,GO:0008295
strPHAtr_Phatr3_EG02368.p1    GO:0000049,GO:0000166,GO:0004812,GO:0005524,GO:0006418
strPHAtr_Phatr3_EG02369.p1    GO:0005524,GO:0008168,GO:0070615
strPHAtr_Phatr3_EG02370.p1    GO:0005515
strPHAtr_Phatr3_EG02372.p1    GO:0004425,GO:0004640,GO:0006568
strPHAtr_Phatr3_EG02373.p1    GO:0003774,GO:0005524,GO:0016459
strPHAtr_Phatr3_EG02374.p1    GO:0004571,GO:0005509,GO:0016020
strPHAtr_Phatr3_EG02375.p1    GO:0016616,GO:0051287
strPHAtr_Phatr3_EG02376.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_EG02378.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_EG02379.p1    GO:0003723,GO:0005525
strPHAtr_Phatr3_EG02380.p1    GO:0006621,GO:0016021,GO:0046923
strPHAtr_Phatr3_EG02381.p1    GO:0008686,GO:0009231
strPHAtr_Phatr3_EG02383.p1    GO:0005524,GO:0016114,GO:0016887,GO:0050515
strPHAtr_Phatr3_EG02384.p1    GO:0000160
strPHAtr_Phatr3_EG02385.p1    GO:0003755,GO:0003824,GO:0006400,GO:0016740,GO:0035596,GO:0051536,GO:0051539
strPHAtr_Phatr3_EG02386.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02387.p1    GO:0000155,GO:0000160,GO:0005515,GO:0007165
strPHAtr_Phatr3_EG02389.p1    GO:0004672,GO:0004674,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02390.p1    GO:0000145,GO:0006887,GO:0071203
strPHAtr_Phatr3_EG02393.p1    GO:0005515,GO:0006897,GO:0016020
strPHAtr_Phatr3_EG02394.p1    GO:0006417,GO:0030015
strPHAtr_Phatr3_EG02395.p1    GO:0005524,GO:0016887,GO:0036402
strPHAtr_Phatr3_EG02396.p1    GO:0016021,GO:0022857,GO:0055085
strPHAtr_Phatr3_EG02397.p1    GO:0000062,GO:0003824,GO:0008609,GO:0008610,GO:0016491,GO:0016746,GO:0050660,GO:0071949
strPHAtr_Phatr3_EG02399.p1    GO:0003824
strPHAtr_Phatr3_EG02402.p1    GO:0000049,GO:0000166,GO:0004812,GO:0004826,GO:0005524,GO:0005737,GO:0006432,GO:0043039
strPHAtr_Phatr3_EG02403.p1    GO:0000166,GO:0004812,GO:0004816,GO:0005524,GO:0006418,GO:0006421
strPHAtr_Phatr3_EG02404.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_EG02405.p1    GO:0004672,GO:0004674,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02407.p1    GO:0008420,GO:0070940
strPHAtr_Phatr3_EG02409.p1    GO:0005975,GO:0016791
strPHAtr_Phatr3_EG02410.p1    GO:0003824,GO:0004014,GO:0008295
strPHAtr_Phatr3_EG02411.p1    GO:0005515
strPHAtr_Phatr3_EG02413.p1    GO:0003676
strPHAtr_Phatr3_EG02414.p1    GO:0015074
strPHAtr_Phatr3_EG02422.p1    GO:0003774,GO:0005524,GO:0016459
strPHAtr_Phatr3_EG02428.p1    GO:0016480
strPHAtr_Phatr3_EG02430.p1    GO:0004553,GO:0005975,GO:0016798
strPHAtr_Phatr3_EG02431.p1    GO:0000145,GO:0005737,GO:0006887
strPHAtr_Phatr3_EG02432.p1    GO:0004553,GO:0004565,GO:0005975,GO:0009341,GO:0016798
strPHAtr_Phatr3_EG02433.p1    GO:0005515
strPHAtr_Phatr3_EG02434.p1    GO:0006508,GO:0070006
strPHAtr_Phatr3_EG02437.p1    GO:0004596,GO:0008080,GO:0017196
strPHAtr_Phatr3_EG02439.p1    GO:0005515,GO:0043531
strPHAtr_Phatr3_EG02442.p1    GO:0018024
strPHAtr_Phatr3_EG02446.p1    GO:0001510,GO:0008033,GO:0008168,GO:0008175,GO:0032259
strPHAtr_Phatr3_EG02448.p1    GO:0005509
strPHAtr_Phatr3_EG02450.p1    GO:0005515,GO:0043531
strPHAtr_Phatr3_EG02451.p1    GO:0008824,GO:0009439
strPHAtr_Phatr3_EG02452.p1    GO:0016491
strPHAtr_Phatr3_EG02454.p1    GO:0016757
strPHAtr_Phatr3_EG02456.p1    GO:0016787
strPHAtr_Phatr3_EG02457.p1    GO:0035368
strPHAtr_Phatr3_EG02460.p1    GO:0008168
strPHAtr_Phatr3_EG02461.p1    GO:0016746
strPHAtr_Phatr3_EG02462.p1    GO:0005524,GO:0016887,GO:0036402
strPHAtr_Phatr3_EG02464.p1    GO:0000287,GO:0004749,GO:0009165
strPHAtr_Phatr3_EG02467.p1    GO:0047834
strPHAtr_Phatr3_EG02469.p1    GO:0005515,GO:0006478,GO:0008476
strPHAtr_Phatr3_EG02471.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_EG02472.p1    GO:0003676,GO:0005634
strPHAtr_Phatr3_EG02477.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_EG02479.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_EG02486.p1    GO:0006629,GO:0016627
strPHAtr_Phatr3_EG02488.p1    GO:0005515
strPHAtr_Phatr3_EG02490.p1    GO:0016872
strPHAtr_Phatr3_EG02492.p1    GO:0015144,GO:0016021,GO:0034219
strPHAtr_Phatr3_EG02496.p1    GO:0016491
strPHAtr_Phatr3_EG02499.p1    GO:0004222,GO:0016020,GO:0071586
strPHAtr_Phatr3_EG02501.p1    GO:0000245,GO:0003729
strPHAtr_Phatr3_EG02503.p1    GO:0003676,GO:0003677,GO:0032968
strPHAtr_Phatr3_EG02505.p1    GO:0043248,GO:0060090
strPHAtr_Phatr3_EG02513.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02515.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_EG02516.p1    GO:0004674,GO:0005515,GO:0044877
strPHAtr_Phatr3_EG02517.p1    GO:0006886,GO:0016192,GO:0030117,GO:0030131
strPHAtr_Phatr3_EG02518.p1    GO:0005096
strPHAtr_Phatr3_EG02519.p1    GO:0004747,GO:0006014,GO:0009143,GO:0047429
strPHAtr_Phatr3_EG02520.p1    GO:0005267,GO:0016020,GO:0071805
strPHAtr_Phatr3_EG02521.p1    GO:0004674
strPHAtr_Phatr3_EG02522.p1    GO:0006357,GO:0032784
strPHAtr_Phatr3_EG02524.p1    GO:0008080
strPHAtr_Phatr3_EG02525.p1    GO:0009247,GO:0016758
strPHAtr_Phatr3_EG02526.p1    GO:0004553,GO:0005975
strPHAtr_Phatr3_EG02527.p1    GO:0004427,GO:0009678,GO:0016020,GO:1902600
strPHAtr_Phatr3_EG02534.p1    GO:0000049,GO:0000166,GO:0004812,GO:0004826,GO:0005524,GO:0005737,GO:0006432,GO:0043039
strPHAtr_Phatr3_EG02535.p1    GO:0006508,GO:0008236
strPHAtr_Phatr3_EG02538.p1    GO:0005452,GO:0006820,GO:0016020,GO:0016021
strPHAtr_Phatr3_EG02541.p1    GO:0004842
strPHAtr_Phatr3_EG02545.p1    GO:0016020,GO:0016021
strPHAtr_Phatr3_EG02550.p1    GO:0016757
strPHAtr_Phatr3_EG02552.p1    GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0022625
strPHAtr_Phatr3_EG02555.p1    GO:0000776,GO:0019237,GO:0051382
strPHAtr_Phatr3_EG02556.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_EG02558.p1    GO:0005515
strPHAtr_Phatr3_EG02559.p1    GO:0006364
strPHAtr_Phatr3_EG02562.p1    GO:0003824,GO:0016491,GO:0050660,GO:0071949
strPHAtr_Phatr3_EG02564.p1    GO:0003676
strPHAtr_Phatr3_EG02569.p1    GO:0003824,GO:0004731,GO:0006139,GO:0009116
strPHAtr_Phatr3_EG02574.p1    GO:0015031
strPHAtr_Phatr3_EG02575.p1    GO:0016491
strPHAtr_Phatr3_EG02576.p1    GO:0005509
strPHAtr_Phatr3_EG02577.p1    GO:0006886,GO:0016020
strPHAtr_Phatr3_EG02578.p1    GO:0006417,GO:0019887,GO:0019901,GO:0033674,GO:0043022
strPHAtr_Phatr3_EG02582.p1    GO:0055085
strPHAtr_Phatr3_EG02584.p1    GO:0004488
strPHAtr_Phatr3_EG02585.p1    GO:0005524,GO:0016020
strPHAtr_Phatr3_EG02586.p1    GO:0015074
strPHAtr_Phatr3_EG02588.p1    GO:0004521
strPHAtr_Phatr3_EG02591.p1    GO:0005515
strPHAtr_Phatr3_EG02593.p1    GO:0016021,GO:0022857,GO:0071705
strPHAtr_Phatr3_EG02598.p1    GO:0003677,GO:0005524,GO:0006281,GO:0008094
strPHAtr_Phatr3_EG02599.p1    GO:0006996
strPHAtr_Phatr3_EG02604.p1    GO:0005254
strPHAtr_Phatr3_EG02605.p1    GO:0005254
strPHAtr_Phatr3_EG02607.p1    GO:0005337,GO:0016021,GO:1901642
strPHAtr_Phatr3_EG02608.p1    GO:0015112,GO:0022857,GO:0055085
strPHAtr_Phatr3_EG02609.p1    GO:0005680,GO:0030071,GO:0031145
strPHAtr_Phatr3_EG02610.p1    GO:0006629
strPHAtr_Phatr3_EG02613.p1    GO:0005975,GO:0016868,GO:0070569
strPHAtr_Phatr3_EG02614.p1    GO:0000105,GO:0003949
strPHAtr_Phatr3_EG02615.p1    GO:0000938,GO:0042147
strPHAtr_Phatr3_EG02617.p1    GO:0006606
strPHAtr_Phatr3_EG02618.p1    GO:0005515,GO:0006457,GO:0043014
strPHAtr_Phatr3_EG02619.p1    GO:0006629
strPHAtr_Phatr3_EG02623.p1    GO:0005085,GO:0032012
strPHAtr_Phatr3_EG02624.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_EG02629.p1    GO:0005515
strPHAtr_Phatr3_EG02630.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02636.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_EG02638.p1    GO:0005839,GO:0051603
strPHAtr_Phatr3_EG02639.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_EG02640.p1    GO:0009058,GO:0016844
strPHAtr_Phatr3_EG02641.p1    GO:0005524,GO:0005739,GO:0007005,GO:0016887
strPHAtr_Phatr3_EG02643.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_EG02645.p1    GO:0016021,GO:0055085
strPHAtr_Phatr3_EG02659.p1    GO:0016491,GO:0045454
strPHAtr_Phatr3_EG02661.p1    GO:0000398
strPHAtr_Phatr3_EG02665.p1    GO:0005254
strPHAtr_Phatr3_EG02666.p1    GO:0016021
strPHAtr_Phatr3_EG02670.p1    GO:0005515,GO:0005634
strPHAtr_Phatr3_J10011.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J10024.p1    GO:0003676
strPHAtr_Phatr3_J10025.p1    GO:0000105,GO:0000287,GO:0003879,GO:0005737
strPHAtr_Phatr3_J10029.p1    GO:0003676
strPHAtr_Phatr3_J10054.p1    GO:0016021
strPHAtr_Phatr3_J10068.p1    GO:0004318,GO:0006633
strPHAtr_Phatr3_J10073.p1    GO:0009058,GO:0030170
strPHAtr_Phatr3_J10089.p1    GO:0003824
strPHAtr_Phatr3_J10100.p1    GO:0009058,GO:0016851
strPHAtr_Phatr3_J10102.p1    GO:0003676,GO:0004842,GO:0030014
strPHAtr_Phatr3_J10104.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J10122.p1    GO:0003676,GO:0003723
strPHAtr_Phatr3_J10148.p1    GO:0003677,GO:0003899,GO:0006351
strPHAtr_Phatr3_J10151.p1    GO:0005524,GO:0016021,GO:0055085,GO:0140359
strPHAtr_Phatr3_J10160.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J10187.p1    GO:0008168
strPHAtr_Phatr3_J10196.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J10199.p1    GO:0003677,GO:0006352
strPHAtr_Phatr3_J10208.p1    GO:0005524,GO:0016301
strPHAtr_Phatr3_J10209.p1    GO:0005198,GO:0006886,GO:0016192,GO:0030117,GO:0030126
strPHAtr_Phatr3_J10213.p1    GO:0016491
strPHAtr_Phatr3_J10216.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J10243.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J10251.p1    GO:0016817
strPHAtr_Phatr3_J10257.p1    GO:0009058,GO:0030170
strPHAtr_Phatr3_J10271.p1    GO:0005680,GO:0008270,GO:0031145,GO:0061630,GO:0097602
strPHAtr_Phatr3_J10282.p1    GO:0003676,GO:0003677,GO:0003678,GO:0004386,GO:0005524,GO:0006139,GO:0016818
strPHAtr_Phatr3_J10291.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J10299.p1    GO:0005515
strPHAtr_Phatr3_J10310.p1    GO:0003676,GO:0006351,GO:0008270
strPHAtr_Phatr3_J10321.p1    GO:0006511,GO:0008540
strPHAtr_Phatr3_J10350.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J10356.p1    GO:0016627
strPHAtr_Phatr3_J10363.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J10367.p1    GO:0005524
strPHAtr_Phatr3_J10378.p1    GO:0009058,GO:0030170
strPHAtr_Phatr3_J10391.p1    GO:0008418,GO:0070773
strPHAtr_Phatr3_J10398.p1    GO:0005524,GO:0016301
strPHAtr_Phatr3_J10409.p1    GO:0006812,GO:0015299,GO:0016021,GO:0055085
strPHAtr_Phatr3_J10418.p1    GO:0009058,GO:0030170
strPHAtr_Phatr3_J10438.p1    GO:0016491
strPHAtr_Phatr3_J10454.p1    GO:0002084,GO:0008474
strPHAtr_Phatr3_J10458.p1    GO:0003824
strPHAtr_Phatr3_J10494.p1    GO:0006397
strPHAtr_Phatr3_J10499.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J10524.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J10531.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J10532.p1    GO:0006777
strPHAtr_Phatr3_J10539.p1    GO:0004672,GO:0004674,GO:0005524,GO:0006468
strPHAtr_Phatr3_J10544.p1    GO:0005730,GO:0006364,GO:0034511
strPHAtr_Phatr3_J10567.p1    GO:0016491
strPHAtr_Phatr3_J10571.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J10584.p1    GO:0097573
strPHAtr_Phatr3_J10585.p1    GO:0003677,GO:0003910,GO:0005524,GO:0006281,GO:0006310
strPHAtr_Phatr3_J10595.p1    GO:0004596,GO:0008080
strPHAtr_Phatr3_J10617.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J10628.p1    GO:0004672,GO:0005515,GO:0005524,GO:0006468
strPHAtr_Phatr3_J10640.p1    GO:0004109,GO:0006779
strPHAtr_Phatr3_J10659.p1    GO:0004722,GO:0006470,GO:0016791
strPHAtr_Phatr3_J10666.p1    GO:0000049
strPHAtr_Phatr3_J10670.p1    GO:0016192,GO:0030008
strPHAtr_Phatr3_J10674.p1    GO:0044237
strPHAtr_Phatr3_J10677.p1    GO:0046872
strPHAtr_Phatr3_J10693.p1    GO:0004476,GO:0005975,GO:0008270,GO:0009298
strPHAtr_Phatr3_J107.p1    GO:0005515
strPHAtr_Phatr3_J10704.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J10722.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J10723.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J10757.p1    GO:0004073,GO:0008652,GO:0009086,GO:0009088,GO:0009089,GO:0009097,GO:0016620,GO:0046983,GO:0050661,GO:0051287
strPHAtr_Phatr3_J10768.p1    GO:0001522,GO:0003723,GO:0009451,GO:0009982
strPHAtr_Phatr3_J10769.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J10774.p1    GO:0003735,GO:0006412,GO:0015934
strPHAtr_Phatr3_J10779.p1    GO:0003824
strPHAtr_Phatr3_J10782.p1    GO:0003676,GO:0003724,GO:0005524
strPHAtr_Phatr3_J10799.p1    GO:0006633,GO:0050080
strPHAtr_Phatr3_J10821.p1    GO:0003677,GO:0003899,GO:0006351
strPHAtr_Phatr3_J10824.p1    GO:0006694,GO:0008168
strPHAtr_Phatr3_J10830.p1    GO:0010024,GO:0016636,GO:0050897
strPHAtr_Phatr3_J10835.p1    GO:0003743,GO:0003924,GO:0005525,GO:0006413
strPHAtr_Phatr3_J10847.p1    GO:0003676
strPHAtr_Phatr3_J10852.p1    GO:0005506,GO:0008610,GO:0016491
strPHAtr_Phatr3_J10862.p1    GO:0015078,GO:0033180,GO:1902600
strPHAtr_Phatr3_J10881.p1    GO:0008519,GO:0015696,GO:0016020
strPHAtr_Phatr3_J10893.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J10902.p1    GO:0004042,GO:0005737,GO:0006526,GO:0008080
strPHAtr_Phatr3_J10925.p1    GO:0005515,GO:0006464
strPHAtr_Phatr3_J10934.p1    GO:0004252,GO:0006465
strPHAtr_Phatr3_J10954.p1    GO:0004672,GO:0005524,GO:0006468,GO:0007094
strPHAtr_Phatr3_J10963.p1    GO:0006511
strPHAtr_Phatr3_J10970.p1    GO:0071949
strPHAtr_Phatr3_J10976.p1    GO:0000030
strPHAtr_Phatr3_J11003.p1    GO:0003824,GO:0051536
strPHAtr_Phatr3_J11006.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J11009.p1    GO:0005524,GO:0070615
strPHAtr_Phatr3_J11014.p1    GO:0003995,GO:0016627,GO:0033539,GO:0050660
strPHAtr_Phatr3_J11016.p1    GO:0005739,GO:0045277
strPHAtr_Phatr3_J11022.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J1103.p1    GO:0004672,GO:0005509,GO:0005524,GO:0006468
strPHAtr_Phatr3_J11032.p1    GO:0003735,GO:0006412,GO:0015934
strPHAtr_Phatr3_J11041.p1    GO:0001522,GO:0003723,GO:0009451,GO:0009982
strPHAtr_Phatr3_J11048.p1    GO:0009234,GO:0030976,GO:0070204
strPHAtr_Phatr3_J11088.p1    GO:0000166,GO:0004812,GO:0004823,GO:0005524,GO:0006418,GO:0006429
strPHAtr_Phatr3_J11099.p1    GO:0015969
strPHAtr_Phatr3_J11116.p1    GO:0016491
strPHAtr_Phatr3_J11126.p1    GO:0016874,GO:0016884
strPHAtr_Phatr3_J11128.p1    GO:0008519,GO:0015696,GO:0016020
strPHAtr_Phatr3_J11144.p1    GO:0003676
strPHAtr_Phatr3_J11145.p1    GO:0003676
strPHAtr_Phatr3_J11151.p1    GO:0008840,GO:0009089,GO:0016829
strPHAtr_Phatr3_J11160.p1    GO:0016020,GO:0022857,GO:0055085
strPHAtr_Phatr3_J11169.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J11174.p1    GO:0016787
strPHAtr_Phatr3_J11189.p1    GO:0003746,GO:0003924,GO:0005525,GO:0006414
strPHAtr_Phatr3_J11198.p1    GO:0005515,GO:0005524,GO:0007018,GO:0008017,GO:1990939
strPHAtr_Phatr3_J11204.p1    GO:0004185,GO:0006508
strPHAtr_Phatr3_J11217.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J11236.p1    GO:0003677,GO:0005524,GO:0006281,GO:0008094
strPHAtr_Phatr3_J11248.p1    GO:0016021
strPHAtr_Phatr3_J11259.p1    GO:0006486,GO:0016021,GO:0016757
strPHAtr_Phatr3_J11271.p1    GO:0015031
strPHAtr_Phatr3_J11273.p1    GO:0047834
strPHAtr_Phatr3_J11285.p1    GO:0005956,GO:0019887
strPHAtr_Phatr3_J11288.p1    GO:0003725
strPHAtr_Phatr3_J1129.p1    GO:0004368,GO:0005509,GO:0006072,GO:0009331,GO:0016491
strPHAtr_Phatr3_J11305.p1    GO:0006120
strPHAtr_Phatr3_J11308.p1    GO:0003676
strPHAtr_Phatr3_J11311.p1    GO:0015708
strPHAtr_Phatr3_J11318.p1    GO:0050661,GO:0051287
strPHAtr_Phatr3_J11319.p1    GO:0008670,GO:0009062
strPHAtr_Phatr3_J11337.p1    GO:0003723
strPHAtr_Phatr3_J11358.p1    GO:0008080,GO:0010485,GO:0043998
strPHAtr_Phatr3_J11363.p1    GO:0051087
